BTNum	Lemma	POS	Forms
5032	brehg	Noun	brehg
50322	ge-tynglic	Adjective	ge-tyngelic;ge-tynglic
50323	ge-tynglice	Adverb	ge-tynglice
50325	ge-tyrfan	Verb	ge-tyrfan;tyrfan
50326	ge-tyrfian	Verb	ge-tyrfian
50327	ge-tyrgan	Verb	ge-tyrgan
50328	ge-tyrian	Verb	ge-tyrian
5033	brehtm	Noun	brehtm
50330	ge-uferian	Verb	ge-uferian
50331	ge-unarian	Verb	ge-unarian
50332	ge-unblissian	Verb	ge-unblissian
50333	ge-uncl+ansian	Verb	ge-uncl+ansian
50334	ge-under+teodan	Verb	ge-under+teodan
50335	ge-unf+astnian	Verb	ge-unf+astnian
50336	ge-unh+alan	Verb	un-h+alan;ge-unh+alan
50337	ge-unmihtan	Verb	un-mihtan;ge-unmihtan
5034	brehtnian	Verb	brehtnian
50340	ge-unrotian	Verb	ge-unrotian
50341	ge-unrotsian	Verb	ge-unrotsian
50342	ge-unstillan	Verb	un-stillan;ge-unstillan
50343	ge-unstillian	Verb	ge-unstillian
50344	ge-un+tw+arian	Verb	ge-un+tw+arian
50346	ge-untrum	Adjective	ge-untrum
50347	ge-untrumian	Verb	ge-untrumian
50348	ge-unwendness	Noun	ge-unwendness
50349	ge-unweor+tian	Verb	ge-unweor+tian
5035	brehtnung	Noun	brehtnung
50350	ge-unwlitigian	Verb	ge-unwlitigian
50351	ge-urnen	Adjective	ge-urnen
50352	ge-utian	Verb	ge-utian
50353	ge-utlagian	Verb	ge-utlagian
50354	ge-wacian	Verb	ge-wacian
50357	ge-w+ad	Noun	ge-w+ad
5036	breman	Verb	breman
50360	ge-w+adian	Verb	ge-w+adian
50363	ge-w+agnian	Verb	ge-w+agnian
50364	ge-w+apne	Noun	ge-w+apne
50365	ge-w+apnian	Verb	ge-w+apnian
50366	ge-w+apnung	Noun	ge-w+apnung;w+apnung
50367	ge-w+ar	Verb	ge-w+ar
50368	ge-w+ared	Adjective	ge-w+ared
5037	brembel	Noun	brembel
50371	ge-w+astmb+arian	Verb	ge-w+astmb+arian
50373	ge-w+aterian	Verb	ge-w+aterian
50377	ge-wana	Noun, Adjective	ge-wana
50378	ge-wand	Noun	ge-wand
50379	ge-wane	Verb	ge-wane
5038	brembel-+appel	Noun	brembel-+appel;bremel-+appel
50380	ge-wanhalian	Verb	ge-wanhalian
50381	ge-wanian	Verb	ge-wanian
50385	ge-warenian	Verb	ge-warenian
50386	ge-warian	Verb	ge-warian
50387	ge-warnian	Verb	ge-warnian
5039	brembel-rind	Noun	brembel-rind;bremel-rind
50392	ge-wealcian	Verb	ge-walcud;ge-wealcian
50396	ge-wealdes	Adverb	ge-wealdes
50399	ge-weardian	Verb	ge-weardian
504	+Ageles ford	Noun	+Ageles ford
5040	brember	Noun	brember
50400	ge-wearmian	Verb	ge-wearmian
50401	ge-wearnian	Verb	ge-wearnian
50403	ge-weaxness	Noun	ge-weaxness
50404	ge-weccan	Verb	ge-weccan;weccan
50407	ge-weddian	Verb	ge-weddian
50408	ge-weddian	Verb	ge-weddian
5041	bremblas	Noun	bremblas
50413	ge-wefe	Noun	ge-wef;ge-wefe
50417	ge-welgian	Verb	ge-welgian
5042	BREME	Adjective	BREME
50422	ge-wemmedlic	Adjective	ge-wemmedlic
50423	ge-wemmedlice	Adverb	ge-wemmedlice
50425	ge-wemmend	Noun	ge-wemmend
50426	ge-wemmendlic	Adjective	ge-wemmendlic
5043	breme	Adverb	breme
50430	ge-wen	Verb	ge-wen
50433	ge-wendan	Verb	ge-wendan
50434	ge-wendedlic	Adjective	ge-wendedlic
50437	ge-wenian	Verb	ge-wenian
50439	geweorc-lic	Adjective	geweorc-lic
5044	BREMEL	Noun	BREMEL
50440	ge-weornian	Verb	ge-weornian
50441	ge-weorodl+acan	Verb	weorodl+acan;ge-weorodl+acan
50445	ge-weor+tian	Verb	ge-weor+tian
50446	ge-wepan	Verb	ge-wepan
50449	ge-wergian	Verb	ge-wergian
50450	ge-werian	Verb	ge-werian
50451	ge-werian	Verb	ge-werian
50452	ge-werian	Verb	ge-werian
50455	ge-wesness	Noun	ge-wesness
50458	ge-wicnian	Verb	ge-wicnian
50459	gewidagur	Noun	gewidagur
5046	bremel-berie	Noun	bremel-berie
50462	ge-widerian	Verb	ge-widerian
50464	ge-widlian	Verb	ge-widlian
50465	ge-widm+aran	Verb	ge-widm+aran
50466	ge-widm+arsian	Verb	ge-widm+arsian
50467	ge-wif	Noun	ge-wif
50468	ge-wife	Noun	ge-wife
50469	ge-wifian	Verb	ge-wifian
5047	bremel-br+ar	Noun	bremel-br+ar
50470	gewif-s+alig	Adjective	gewif-s+alig
50472	ge-wil	Adjective	ge-wil
50473	gewil-bod	Noun	gewil-bod
50474	ge-wilc	Noun	ge-wilc;ge-wylc
50478	ge-wilde	Adjective	ge-wilde
5048	bremel-leaf	Noun	bremel-leaf
50480	ge-wildend	Noun	ge-wildend;ge-wyldend
50481	ge-wilian	Verb	ge-wilian
50483	ge-willan	Verb	ge-willan
50485	ge-willian	Verb	ge-willian
50487	ge-willung	Noun	ge-willung
50488	ge-wilness	Noun	ge-wilness
50489	ge-wilnian	Verb	ge-wilnian
50492	ge-wils+alig	Adjective	ge-wils+alig
50494	ge-wilsumlic	Adjective	ge-wilsumlic;wilsum-lic
50495	ge-wilsumness	Noun	ge-wilsumness;wilsumness
50496	ge-wiltan	Verb	ge-wiltan
50497	ge-wilwan	Verb	ge-welan;ge-wilwan;ge-wylwed
5050	bremel-+tyrne	Noun	bremel-+tyrne
50500	ge-windan	Verb	ge-windan
50504	ge-winfullice	Adverb	ge-winfullice
50506	ge-winnan	Verb	ge-winnan
50508	gewin-tid	Noun	gewin-tid
5051	bremen	Adjective	bremen
50511	ge-wirdan	Verb	ge-wirdan
50513	ge-wirdlian	Verb	ge-wirdlian
50515	ge-wirpan	Verb	ge-wirpan;ge-wyrpan
50516	ge-wir+tan	Verb	ge-wir+tan
50517	ge-wir+te	Noun	ge-wirde;ge-wir+te;ge-wyrde;ge-wyr+te
50519	ge-wis	Noun, Adjective	ge-wis
5052	Bremes burh	Noun	Bremes burh
50520	ge-wisfullice	Adverb	ge-wisfullice
50521	ge-wisian	Verb	ge-wisian
50522	ge-wislic	Adjective	ge-wislic
50523	ge-wislice	Adverb	ge-wislice
50524	ge-wislice	Adverb	ge-wislice
50525	ge-wisness	Noun	wisness;ge-wisness
50526	ge-wisse	Adverb	ge-wisse
50528	ge-wissian	Verb	ge-wissian
5053	bremlas	Noun	bremlas
50530	ge-wistfullian	Verb	ge-wistfullian
50531	ge-wistfulligend	Noun	ge-wistfulligend;wistfulligend
50532	ge-wistfullung	Noun	ge-wistfullung
50536	ge-witan	Verb	ge-witan
50537	ge-witan	Verb	ge-witan
50539	ge-wite	Noun	ge-wite
5054	bremman	Verb	bremman
50547	ge-wi+derworded	Verb	ge-wi+derworded
50549	ge-witigian	Verb	ge-witigian
5055	bremra	Adjective	bremra
50555	ge-witnian	Verb	ge-witnian
50556	ge-witod	Adverb	ge-witod
5056	brenc+t	Verb	brenc+t
50560	ge-wittiglice	Adverb	ge-wittiglice
50564	ge-wlitegian	Verb	ge-wlitegian
5057	brene+t	Verb	brene+t;b+arnan
50572	ge-wraxl	Noun	ge-wraxl
50574	ge-wreccan	Verb	ge-wreccan
50575	ge-wregan	Verb	ge-wregan
50576	ge-wreon	Verb	ge-wreon
50578	ge-wrid	Noun	ge-wrid
50579	ge-wrid	Noun	ge-wrid
5058	brengan	Verb	brengan
50580	ge-wridian	Verb	ge-wridian
50587	ge-writan	Verb	ge-writan
50589	ge-wri+t	Noun	ge-wri+t;gewri+t-spere
5059	brengnes	Noun	brengnes
50591	ge-wri+telian	Verb	ge-wi+telode;ge-wri+telian
50592	ge-wri+ten	Adjective	ge-wri+ten
50593	ge-wri+tenness	Noun	ge-wri+tenness
50594	ge-wri+ting	Noun	ge-wri+ting
50596	gewrit-r+aden	Noun	gewrit-r+aden
50598	ge-wrixl	Adjective	ge-wrixl
50599	ge-wrixl	Noun	ge-wrixl
506	+agen	Noun, Adjective, Verb	+agen
5060	brenning	Noun	brenning
50600	gewrixlian	Verb	gewrixlian
50601	ge-wrixlic	Adjective	ge-wrixlic
50602	ge-wrixlung	Noun	ge-wrixlung
50604	ge-wuldorbeagian	Verb	ge-wuldorbeagian
50605	ge-wuldorfullian	Verb	ge-wuldorfullian
50606	ge-wuldrian	Verb	ge-wuldrian
50609	ge-wuna	Adjective	ge-wuna
5061	Brent-ford	Noun	Brent-ford
50610	ge-wundian	Verb	ge-wundian
50611	ge-wundrian	Verb	ge-wundrian
50613	ge-wunelice	Adverb	ge-wunelice
50614	ge-wunian	Verb	ge-wunian
50615	ge-wuniendlic	Adjective	ge-wuniendlic
5062	brenting	Noun	brenting
50623	ge-wylian	Verb	ge-wylian
50628	ge-wynsumian	Verb	ge-wynsumian
5063	breod	Noun	breod
50630	ge-wyrcan	Verb	ge-wyrcan
50631	ge-wyrce	Noun	wyrce;ge-wirce;ge-wyrce
50632	ge-wyrd	Noun	ge-wyrd
50633	ge-wyrd	Noun	ge-wyrd
50634	ge-wyrdan	Verb	ge-wyrdan
50637	ge-wyrde	Adjective	ge-wyrde
50639	ge-wyrdelice	Adverb	ge-wyrdelice
5064	breodian	Verb	breodian
50640	ge-wyrdelice	Adverb	ge-wyrdelice
50641	ge-wyrdelicness	Noun	ge-wyrdelicness
50642	ge-wyrdigness	Noun	ge-wyrdigness
50643	ge-wyrdlian	Verb	ge-wyrdlian
50644	ge-wyrd-writere	Noun	ge-wyrd-writere
50645	ge-wyrht	Noun	ge-wyrht
50648	ge-wyrms	Adjective	ge-wyrms
50649	ge-wyrmsed	Adjective	ge-wyrmsed
5065	breodwian	Verb	breodwian
50653	gewyrt-box	Noun	gewyrt-box;box
50654	ge-wyr+tan	Verb	ge-wyr+tan
50656	ge-wyrtrumian	Verb	ge-wyrtrumian
5066	breogo	Noun	breogo
50662	ge-yferian	Verb	ge-yferian
50663	ge-yflian	Verb	ge-yflian
50666	ge-yrfeweardian	Verb	ge-yrfeweardian
50667	ge-yrfian	Verb	ge-yrfian
5067	breogo-stol	Noun	breogo-stol
50671	ge-yrsian	Verb	ge-yrsian
50675	gicce	Noun	gicce
50677	gicel	Noun	gicel
50678	gicel-gebland	Noun	gicel-gebland
5068	BREOST	Noun	BREOST
50681	gice-ness	Noun	gice-ness
50682	gicer	Noun	gicer;gycer
50684	gic+ta	Noun	gic+ta
50686	giddian	Verb	giddian
50689	gidsian	Verb	gidsian
5069	breost-ban	Noun	breost-ban
50693	gierende	Adjective, Verb	gierende
50697	gif	Noun	gif
507	+ager-felma	Noun	+ager-felma
5070	breost-bedern	Noun	breost-bedern
50704	gifend	Noun	gifend
50708	giferlice	Adverb	giferlice
5071	breost-beorh	Noun	breost-beorh
50712	gife+te	Adjective	gife+te
50715	gifian	Verb	gifian
50716	gifig	Adjective	gifig
50718	gifla	Noun	geofola;gifla
50719	Gifle	Noun	Gifle
5072	breost-cearu	Noun	breost-cearu
50722	gifol-ness	Noun	gifelness;gifol-ness
50725	gift	Noun, Verb	gift
50726	giftan	Verb	giftan
50729	gift-feorm	Noun	gift-feorm
5073	breost-cofa	Noun	breost-cofa
50731	gifu	Noun	gifu
50739	gihsinga	Noun	gihsinga
5074	breoost-gebeorh	Noun	breoost-gebeorh
50746	gild-d+ag	Noun	gild-d+ag
50747	-gilde	Suffix	-gilde
50748	-gilde	Adjective, Suffix	-gilde
50749	-gilde	Adverb, Suffix	-gilde
5075	breost-gehygd	Noun	breost-gehygd
50751	gildere	Noun	gildere
50753	gild-selenn	Noun	gild-selenn
50754	-gill	Suffix	-gill
50755	gillister	Noun	gillister
50759	gilpan	Verb	gilpan
5076	breost-ge+tanc	Noun	breost-ge+tanc
50762	gilpgeorn-ness	Noun	gilpgeorn-ness
50763	gilping	Noun	gilping
50765	gilp-lice	Adverb	gilp-lice
50767	gilp-ness	Noun	gelp-ness;gilp-ness;gelp-ness
5077	breost-gew+adu	Noun	breost-gew+adu
50777	gime-leas	Adjective	gime-leas
50778	gimeleasian	Verb	gimeleasian
50779	gimeleaslic	Adjective	gimeleaslic
5078	breost-hord	Noun	breost-hord
50780	gimeleaslice	Adverb	gimeleaslice
50781	gimeleas-ness	Noun	gimeleas-ness
50784	gimend	Noun	gimend
50786	gimingian	Verb	gimingian
50787	giming-lic	Adjective	giming-lic
50788	gimmian	Verb	gimmian
5079	breost-hyge	Noun	breost-hyge
50790	gim-ness	Noun	gem-nis;gim-ness
50791	gimran	Verb	gimran;gyrman
50795	gin	Noun	gin
50796	gin	Adjective	gin
50797	gin	Adjective	gin
50798	ginan	Verb	ginan
50799	ginan	Verb	ginan
5080	breost-lin	Noun	breost-lin
50801	gin-f+asten	Noun	gin-f+asten
50803	gingre	Noun	gingre
50804	ginian	Verb	ginian
50805	gin	Noun	gin
50806	-gin	Suffix	-gin
50808	ginne	Adjective	ginne
50809	-ginnendlic	Suffix	-ginnendlic
5081	breost-loca	Noun	breost-loca
50810	-ginness	Suffix	-ginness
50811	gin-ness	Noun	gin-ness
50812	ginung	Noun	ginung
50818	-gipe	Suffix	-gipe
50819	gipian	Verb	gipian
5082	breost-net	Noun	breost-net
50820	gipung	Noun	gipung
50823	gird-wite	Noun	gird-wite
50824	girela	Noun	gyrla;girela
50825	girel-gyden	Noun	girel-gyden
50826	girelian	Verb	girelian
50828	girian	Verb	girian
50829	girnan	Verb	girnan
5083	breost-rocc	Noun	breost-rocc
50830	girnend-lic	Adjective	girnend-lic
50831	girning	Noun	geornung;girning
50832	girn-ness	Noun	girn-ness
50834	girrettan	Verb	girrettan
50839	giscian	Verb	giscian
5084	breost-sefa	Noun	breost-sefa
50840	giscung	Noun	geocsung;geoxung;giscung
50843	gisel-had	Noun	gisel-had
50844	gisl+tu	Noun	gisl+tu
50848	gister-d+ag	Noun, Adverb	geostra;gister-d+ag
50849	gistern-lic	Adjective	georsten-lic;gistern-lic
5085	breost-toga	Noun	breost-toga
50850	gist-hus	Noun	gist-hus
50851	gistian	Verb	gistian
50853	gisting	Noun	gestinc;gisting
50854	gist-lic	Adjective	gist-lic
50856	gist-li+tian	Verb	gist-li+tian
50857	gistli+t-ness	Noun	gistli+t-ness
50859	gistran-+afen	Noun	gistran-+afen
5086	breost-w+arc	Noun	breost-w+arc
50860	gistran-d+ag	Noun	georstan-d+ag;gierstand+ag;gistran-d+ag
50861	gistran-niht	Noun	gistran-niht
50863	-git	Suffix	-git
50865	git	Adverb, Conjunction	git
50867	gitav	Noun	gitav
50869	gitan	Verb	gitan
5087	breost-weall	Noun	breost-weall
50870	-gitel	Suffix	-gitel
50871	-giten	Suffix	-giten
50872	-gitenness	Suffix	-gitenness
50875	-giting	Suffix	-giting
50878	gitsian	Verb	gitsian
50879	gitsiend-ness	Noun	gitsiend-ness
5088	breost-weor+tung	Noun	breost-weor+tung
50881	giululing	Noun	giululing
50883	giwian	Verb	giwian
50884	glade	Adverb	glade
50885	gladian	Verb	gladian
50886	gladung	Noun	gladung
50887	gl+ad	Noun	gl+ad
50888	gl+ad	Adjective	gl+ad
50889	gl+adan	Verb	gl+adan;a-gl+adan
5089	breost-wylm	Noun	breost-wylm
50890	gl+adene	Noun	gl+adene
50892	gl+adlice	Adverb	gl+adlice
50893	gl+ad-man	Adjective	gl+ad-man
50894	gl+ad-mod	Adjective	gl+ad-mod
50898	gl+appe	Noun	gl+appe;glappe
50899	gl+ar	Noun	gl+ar
509	+a-gewritere	Noun	+a-writere;+a-gewritere
5090	BREOTAN	Verb	BREOTAN
50900	gl+as	Noun	gl+as
50901	gl+as	Noun	gl+as
50903	gl+asen-eage	Adjective	gl+asen-eage
50905	gl+as-gegot	Noun	gl+as-gegot;ge-got
50906	gl+aterian	Verb	gl+aterian
50907	gl+aterung	Noun	gl+aterung
5091	Breoten	Noun	Breoten
50912	Gleawceaster-scir	Noun	Gleawceaster-scir
50913	gleawe	Adverb	gleawe
50915	gleawlice	Adverb	gleawlice
5092	breo+dan	Verb	breo+dan
50920	gleddian	Verb	gleddian
50921	glede	Noun	glede
50922	-gleded	Suffix	-gleded
50924	gled-scofl	Noun	gled-scofl
50926	glendran	Verb	glendran
50927	glendrian	Verb	glendrian
50928	gleng	Noun	gleng
5093	Breoton	Noun	Breoton
50931	glenge	Adjective	glenge
50932	glengendlice	Adverb	glengendlice
50933	gleng-full	Adjective	gleng-full
50936	gleng-ness	Noun	gleng-ness
5094	breotun	Verb	breotun
50944	glidder	Adjective	glidder
50945	gliddrian	Verb	gliddrian
50946	glidering	Noun	glidering;glydering
50947	glig-	Prefix	glig-
50949	glind	Noun	glind
5095	BREOWAN	Verb	briwan;BREOWAN
50950	glisian	Verb	glisian
50951	glitnian	Verb	glitnian
50953	gliw-bydenestre	Noun	bydenestre;gliw-bydenestre
50954	gliw-cr+aft	Noun	gliw-cr+aft
50955	gliw-cynn	Noun	gliw-cynn;glywcum
50958	gliw-gamen	Noun	gliw-gamen
50959	gliw-georn	Adjective	gliw-georn
5096	BRER	Noun	BRER
50960	gliw-hleo+triend	Adjective	gliw-hleo+triend
50961	gliwian	Verb	gliwian
50962	gliwian	Verb	gliwian
50963	gliwing	Noun	gliwing;gliwung
50964	gliwing-mann	Noun	gliwing-mann
50965	gliwlic	Adjective	gliwlic
5097	BRERD	Noun	BRERD
50970	gliw-word	Noun	gliw-word
50976	gloria	Noun	gloria
50979	glyman	Verb	glimith;glyman
5098	bresne	Adjective	bresne
50985	gnea+tlicness	Noun	gnea+tlicness
50986	gnea+tness	Noun	gnea+tness
5099	bret	Verb	bret
50990	gnidel	Noun	gnidel
50992	gnirran	Verb	gnirran;gnyran
50993	gni+te	Adjective	gne+te;gni+te
50994	gni+telice	Adverb	gni+telice
50995	gni+telicness	Noun	gni+telicness
50996	gni+tness	Noun	gni+tness
50999	gnorn	Adjective	gnorn
51	a-berend-lic	Adjective	a-berend-lic
510	+ag-flota	Noun	+ag-flota
5100	Bret-	Prefix	Bret-
51000	gnornan	Verb	gnornan
51001	gnorne	Adjective, Adverb	gnorne
51003	gnornian	Verb	gnornian
51004	gnornung	Noun	gnornung
51005	gnuddian	Verb	gnuddian
51008	god	Noun	god
5101	Breten	Noun	Breten
51010	god	Noun	god
51014	god-bot	Noun	god-bot
51017	godcundlice	Adverb	godcundlice
51018	godcund-meaht	Noun	godcund-meaht
5102	Bretenan-mere	Noun	Bretenan-mere
51022	god-dond	Noun	god-dond
51026	god-frecnes	Noun	god-frecnes
51028	god-gespr+ace	Noun	god-gespr+ace
51029	god-gesprec	Noun	god-gesprec;god-sprec
5103	bre+t	Noun	bre+t
51030	god-gesprecen	Adjective	ge-sprecen;god-gesprecen
51032	godgild-lic	Adjective	godgild-lic
51033	godian	Verb	godian
51034	god-lic	Adjective	god-lic
51036	god-lif	Noun	god-lif
5104	bre+der	Noun, Verb	bre+der
51042	godsibb-r+aden	Noun	godsibb-r+aden
51044	godspell-bodung	Noun	godspell-bodung
51046	godspellian	Verb	godspellian
51048	godspell-traht	Noun	godspell-traht
5105	Bret-land	Noun	Bret-land
51053	god-webb	Adjective	god-webb
51055	godweb-cynn	Noun	godweb-cynn
51056	godweb-girela	Noun	godweb-girela
51058	godwr+ac-lic	Adjective	godwr+ac-lic
51059	godwr+atlic	Adjective	godwr+atlic
5106	bretta	Noun	bretta
51061	goian	Verb	goian
51063	gold-bleoh	Noun, Adjective	gold-bleoh
51065	golde	Noun	golde
51067	gold-f+at	Noun	gold-f+at
51068	gold-f+ated	Adjective	gold-f+ated;f+atan
5107	Brettas	Noun	Brettas
51070	gold-fellen	Adjective	gold-fellen;fellen
51074	gold-fyld	Adjective	gold-fyld
51075	gold-fyll	Noun	gold-fyll
51076	gold-gearwe	Noun	gold-gearwe
51077	gold-gerene	Noun	gold-gerene
51078	gold-gewefen	Adjective	gold-gewefen
5108	brettnere	Noun	brettnere
51081	goldhordian	Verb	goldhordian
51084	gold-leaf	Noun	gold-leaf
51086	gold-ora	Noun	gold-ora
5109	Bret-walas	Noun	Bret-walas
51090	gold-+tr+ad	Noun	gold-+tr+ad
51091	gold-wecg	Noun	gold-wecg
51092	gold-wlencu	Verb	gold-wlencu
51094	gold-wyrt	Noun	gold-wyrt
51095	golfettung	Noun	golfettung;gaffetung
511	+ag-hwa	Noun, Adjective, Pronoun, Adverb	+ag-hwa;+ag-hw+at
5110	Bret-walda	Noun	Bret-walda
51100	gorettan	Verb	gorettan
51101	gorettung	Noun	gorettung
51102	gor-graf	Noun	gor-graf
51103	gorian	Verb	gorian
51108	-got	Suffix	-got
5111	bric-	Prefix	bric-
51111	Gotisc	Adjective	Gotisc
51112	Gotonisc	Adjective	Gotonisc
51114	goung	Noun	goung
51116	gr+ad	Noun, Adjective	gr+ad
51117	gr+ad	Noun	gr+ad
51118	gr+ade	Adjective	gr+ade
5112	brica	Noun	brica
51120	gr+adiglice	Adverb	gr+adiglice
51123	gr+af	Noun	gr+af
51124	gr+af	Noun	gr+af
51127	gr+afe	Noun	gr+afe
51129	gr+aft	Noun	gr+aft
5113	bric-bot	Noun	bric-bot
51136	gr+appian	Verb	gr+appian
51138	grafa	Noun	grafa
51139	grafere	Noun	gr+afere;grafere
5114	brice	Noun	brice
51140	grafet	Noun	grafet
51141	grafu	Noun	grafu
51143	grama	Noun	grama
51148	gramb+arnes	Noun	gramb+arnes
51149	gramian	Verb	gramian
5115	brice	Noun	brice
51151	gramlice	Adverb	gramlice
51152	grammatic	Adjective	gramatic;grammatic
51153	grammatic-cr+aft	Noun	grammatic-cr+aft;grammatisc-cr+aft
51154	grammaticere	Noun	grammaticere
51155	grammatisc	Adjective	gramatisc;grammatisc
51157	gram-mede	Noun	gram-mede
51158	grana	Noun	grana
5116	brice	Adjective	brice
51160	granian	Verb	granian
51161	Grantabrycg-scir	Noun	Grantabrycg-scir
51163	granu	Noun	granae;granu;grona
51165	gran-wisc	Noun	gran-wisc;gron-wisc
51167	grapian	Verb	grapian
51168	grapung	Noun	grapung
51169	gra-scinnen	Adjective	gra-scinnen
5117	bricest	Verb	bricest
51170	grasian	Verb	grasian
51172	gra+tul	Noun	gra+tul
51173	gratian	Verb	gratian
51177	greatian	Verb	greatian
5118	bricg	Noun	bricg
51184	gremian	Verb	gremian
51185	gremung	Noun	gremung
51186	Grendel	Verb	Grendel
51188	grene-h+awen	Adjective	grene-h+awen
51189	grenian	Verb	grenian
5119	Bricg	Noun	Bricg
51191	grennian	Verb	grennian
51193	greofa	Noun	greofa
51194	greop	Noun	greop
51195	greosn	Noun	greosn;griosn
51198	grep	Noun	grep
51199	grepe	Noun	grepe
512	+ag-hw+ar	Adverb	+ag-wern;+ag-hw+ar;+ag-hwar
5120	bricg-bot	Noun	bricg-bot
51200	gretan	Verb	gretan
51201	gretan	Verb	gretan
51204	greting-hus	Noun	greting-hus
51205	greting-word	Noun	greting-word
51206	-gretlic	Suffix	-gretlic
51207	grig	Noun	gregg;grig
51208	grig-hund	Noun	grig-hund
5121	bricg-geweorc	Noun	bricg-geweorc
51212	grimena	Noun	grimena
51214	grim-full	Adjective	grim-full
51215	griming	Noun	griming
51217	grimlice	Adverb	grimlice
5122	Bricg-stow	Noun	Bricg-stow
51222	grimsian	Verb	grimsian
51223	grin	Noun	grin
51226	grindel	Verb	grindel
51227	grindere	Noun	grindere
5123	bricg-weard	Noun	bricg-weard
51230	grinian	Verb	grinian
51231	grinu	Adjective	grinu
51234	gripa	Noun	gripa
51235	gripan	Verb	gripan
51237	gripe	Noun	gripe
51238	gripend	Noun	gripend
5124	bricsian	Verb	bricsian
51241	gripol	Adjective	gripol
51242	grippan	Verb	grippan
51243	gripu	Noun	gripu
51244	gripu	Noun	gripu
51245	grisla	Noun	grisla
51248	grist	Noun	grist
51249	gristan	Verb	gristan
51250	gristbatian	Verb	gristbatian
51252	grist-bite	Noun	grist-bite
51253	gristbitian	Verb	gristbitian
51255	gristel	Noun	gristel
51257	gristian	Verb	gristian
51258	gristra	Noun	gristra
51259	gritan	Verb	gritan;grytan
51262	gri+tian	Verb	gri+tian
51269	grop	Noun	grop
5127	brid	Noun	brid
51270	gropa	Noun	gropa
51271	grorn	Adjective	grorn
51272	grornian	Verb	grornian
51274	grost	Noun	grost
51276	grotan	Noun	grotan
51277	grotig	Adjective	ge-sotig;grotig
5128	brid	Noun	brid
51280	gruncan	Verb	gruncan
51284	grundinga	Adverb	grundinga
51287	grundsopa	Noun	grundsopa
51289	grund-sta+telian	Verb	grund-sta+telian
5129	brid-bletsung	Noun	brid-bletsung
51292	-grundweallian	Verb, Suffix	-grundweallian
51294	grunian	Verb	grunian
51295	grunnettan	Verb	grunnettan
51296	grunnian	Verb	grunnian
5130	brid-bur	Noun	brid-bur
51300	grut	Noun, Verb	grut
51301	grutt	Noun	grut;grutt
51302	gryllan	Verb	gryllan
51305	gryn	Noun	gryn
51306	-grynd	Suffix	-grynd
51308	gryndle	Noun	grindle;gryndle
51309	grynel	Noun	grynel
5131	briddas	Noun	briddas
51314	gryre-meaht	Noun	gryre-meaht
51315	gryrran	Verb	gryrran
51319	grytt	Noun	gryt;grytt
5132	BRIDEL	Noun	BRIDEL
51321	grytte	Noun	grytte
51326	-gumian	Verb, Suffix	-gumian
5133	bridels	Noun	bridels
51331	-gun-nenness	Suffix	-gun-nenness
51332	gupe	Noun	gupe
51333	gu+t-fana	Noun	gu+t-fana
51336	gu+t-mod	Noun, Adjective	gu+t-mod
51338	gutt	Noun	gutt
5134	bridels-hring	Noun	bridels-hring
51345	gydig	Adjective	gidig;gydig
51348	gylden-feaxa	Adjective	gylden-feaxa
51349	gylden-hilt	Adjective	gylden-hilt
5135	bridel-+twangas	Noun	bridel-+twangas
51350	gylden-hiw	Adjective	gylden-hiw
51351	gylden-mu+t	Adjective	gylden-mu+t
51353	gylece	Noun	gylece
51354	gylian	Verb	gylian
5136	brid-gifu	Noun	brid-gifu
51361	gyltlice	Adverb	gyltlice
51363	gylt-wite	Noun	gylt-wite
51364	gylung	Noun	gylung
51366	gyme-	Prefix	gyme-
51367	gymmian	Verb	gymmian
51368	gynan	Verb	gynan
51369	gynan	Verb	gynan
5137	bridles	Noun	bridles
51371	-gype	Suffix	-gype
51372	gypian	Verb	gypian
51374	gyr	Noun	gyr
51376	gyrd	Noun	gyrd
51377	gyrd	Noun	gyrd
5138	bridlian	Verb	bridlian
51381	gyrdel-hring	Noun	gyrdel-hring
51383	gyrdels-hringe	Noun	gyrdels-hringe
51384	gyrian	Verb	gyrian
5139	brig	Noun	brig
51395	gyru	Noun	gyru
51396	gyru	Adjective	gyru
514	+ag-hw+a+der	Pronoun	+ag-hw+a+der
5140	brigd	Noun	brigd
51402	gyt-feorm	Noun	gyt-feorm
51404	ha	Noun	ha
51409	haccian	Verb	haccian
5141	briht	Adjective	briht
51414	-had	Suffix	-had
51415	-hada	Suffix	-hada
51416	had-arung	Noun	had-arung;haderung;arung
5142	brihtan	Verb	brihtan
51420	hadelice	Adverb	hadelice
51425	had-sw+apa	Noun	had-sw+apa
51427	hadung-d+ag	Noun	hadung-d+ag
51429	h+abbed-ness	Noun	h+abbed-ness
5143	briht-lice	Adverb	briht-lice
51432	h+abbenga	Noun	h+abbenga
51434	h+ac	Noun	h+ac
51435	-h+ac	Suffix	-h+ac
51436	-h+acca	Suffix	-h+acca
51437	h+accan	Verb	h+accan
51438	h+acce	Noun	h+acce
51439	h+acce	Noun	h+acce
5144	BRIM	Noun	BRIM
51441	h+acce-leas	Adjective	h+acce-leas
51443	h+ac-geat	Noun	h+ac-geat;geat
51444	h+acine	Noun	hacine;h+acine
51446	h+af	Noun	h+ab;h+af
51447	h+af	Noun	h+af
51449	-h+afedness	Suffix	-h+afedness
