BTNum	Lemma	POS	Forms
34393	w+apen-+tracu	Noun	w+apen-+tracu
34394	w+apen-+tr+age	Noun	w+apen-+tr+age
34395	w+apen-wifestre	Noun	w+apen-wifestre
34396	w+apen-wiga	Noun	w+apen-wiga
34399	w+apned	Adjective	w+apned
344	+acelma	Noun	+acelma;ecilma
3440	be-ginan	Verb	be-ginan
34400	w+apned-bearn	Noun	w+apned-bearn
34401	w+apned-cild	Noun	w+apned-cild
34402	w+apned-cyn	Noun	w+apned-cyn
34403	w+apned-had	Noun	w+apned-had
34404	w+apned-hand	Noun	w+apned-hand
34405	w+apned-healf	Noun	w+apned-healf
34406	w+apned-mann	Noun	w+apned-mann
34407	w+apnian	Verb	w+apnian
34408	w+apnung	Noun	w+apnung
34409	w+aps	Noun	w+afs;w+aps;w+asp
3441	be-ginnan	Verb	be-ginnan;be-gunnon
34410	w+ar	Adjective	w+ar
34411	w+ar	Noun	w+ar
34412	w+ar	Noun	w+ar
34413	w+ar	Adjective	w+ar
34414	w+arc	Noun	w+arc;wr+ac
34416	w+arcan	Verb	w+arcan;werhte
34417	w+arc-sar	Noun	w+arc-sar
34418	-w+are	Suffix	-w+are
34419	-w+ared	Suffix	-w+ared
3442	be-giondan	Preposition	be-giondan
34420	w+arelice	Adverb	w+arelice
34421	w+ar-f+ast	Adjective	w+ar-f+ast
34424	w+ar-geapnis	Noun	w+ar-geapnis
34429	W+aring-wic	Noun	W+aring-wic
3443	be-girdan	Verb	be-girdan
34430	W+aringwic-scir	Noun	W+aringwic-scir
34431	-w+arl+acan	Suffix	-w+arl+acan
34432	w+arlan	Verb	w+arlan
34433	w+ar-leas	Adjective	w+ar-leas
34434	w+ar-lic	Adjective	w+ar-lic
34435	w+arlice	Adverb	w+arlice
34436	w+arlice	Adverb	w+arlice
34437	w+arlicness	Noun	w+arlicness
34438	w+ar-loga	Noun	w+ar-loga;wer-loga
34439	w+ar-lot	Noun	w+ar-lot
3444	be-gitan	Verb	be-gitan;be-gytst
34442	w+arness	Noun	w+arness
34444	w+arnian	Verb	w+arnian
34447	w+ar-sagol	Adjective	w+ar-sagol
34448	w+ar-scipe	Noun	w+ar-scipe;wer-scipe
34449	w+arst-lic	Adjective	w+arst-lic
3445	be-gleddian	Verb	be-gleddian
34451	w+ar+tu	Noun	w+ar+tu
34452	w+ar-word	Noun	w+ar-word
34453	w+ar-wyrde	Adjective	w+ar-wyrde
34454	w+asc	Noun	w+asc
34455	w+ascan	Verb	wacsan;w+ascan;wascan
34456	w+asc-+arn	Noun	w+asc-+arn
34457	w+asce	Noun	w+asce
34458	w+ascing	Noun	w+ascing;weascing
3446	be-glidan	Verb	be-glidan
34462	w+astling	Noun	w+astling;weslinc
34463	w+astm	Noun	w+astm
34464	w+astm-b+are	Adjective	w+astm-b+are
34465	w+astmb+arian	Verb	w+astmb+arian
34466	w+astmb+arness	Noun	w+astmb+arness
34467	w+astmb+aru	Noun	w+astmb+aru
34468	w+astm-berende	Adjective	w+astm-berende
34469	w+astm-berendlic	Adjective	w+astm-berendlic
3447	be-gnagan	Verb	be-gnagan
34470	w+astmberendness	Noun	w+astmberendness
34473	w+astmian	Verb	w+astmian
34474	w+astm-leas	Adjective	w+astm-leas
34475	w+astm-lic	Adjective	w+astm-lic
34476	w+astm-sceatt	Noun	w+astm-sceatt
34477	w+at	Adjective	w+at
34478	w+at	Noun	w+at
34479	w+ata	Noun	w+ata;w+ate
3448	begne	Noun	begne
34480	w+atan	Verb	w+atan
34482	w+ater	Noun	w+ater
34483	w+ater-adl	Noun	w+ater-adl
34484	w+ater-+adre	Noun	w+ater-+adre
34485	w+ater+alf-adl	Noun	w+ater+alf-adl
34486	w+ater-+alfen	Noun	w+ater-+alfen
34487	w+ater-berend	Noun	w+ater-berend
34488	w+ater-berere	Noun	w+ater-berere;berere
34489	w+ater-bog	Noun	w+ater-bog
3449	be-gnornian	Verb	be-gnornian
34490	w+ater-bolla	Noun	w+ater-bolla
34491	w+ater-broga	Noun	w+ater-broga
34492	w+ater-buc	Noun	w+ater-buc
34493	w+ater-bucca	Noun	w+ater-bucca;w+ater-gat
34494	w+ater-burne	Noun	w+ater-burne
34495	w+ater-byden	Noun	w+ater-byden
34496	w+ater-cla+t	Noun	w+ater-cla+t
34497	w+ater-crog	Noun	w+ater-crog
34498	w+ater-cruce	Noun	w+ater-cruce
34499	w+ater-del	Noun	w+ater-del
345	+acen	Adjective	acen;+acen
3450	be-gong	Noun	be-gong
34500	w+ater-denu	Noun	w+ater-denu
34501	w+ater-furh	Noun	w+ater-furh
34502	w+ater-egesa	Noun	w+ater-egesa
34503	w+ater-f+asten	Noun	w+ater-f+asten
34504	w+ater-f+at	Noun	w+ater-f+at
34505	w+ater-flasce	Noun	w+ater-flasce
34506	w+ater-flod	Noun	w+ater-flod
34507	w+ater-full	Adjective	w+ater-full
34508	w+ater-fyrhtness	Noun	w+ater-fyrhtness
3451	be-gongan	Verb	be-gongan
34510	w+ater-gebl+ad	Noun	w+ater-gebl+ad
34511	w+ater-gelad	Noun	w+ater-gelad
34512	w+ater-gel+at	Noun	w+ater-gel+at;ge-l+at
34513	w+ater-gew+asc	Noun	w+ater-gew+asc
34514	w+ater-grund	Noun	w+ater-grund
34515	w+ater-gyte	Noun	w+ater-gyte
34516	w+ater-h+afern	Noun	w+ater-h+afern
34517	w+ater-halgung	Noun	w+ater-halgung
34518	w+ater-ham	Noun	w+ater-ham
3452	be-goten	Verb	be-goten
34520	w+aterian	Verb	w+aterian
34521	w+aterig	Adjective	w+aterig
34522	w+ater-leas	Adjective	w+ater-leas
34523	w+ater-least	Noun	w+ater-least
34524	w+ater-lic	Adjective	w+ater-lic
34525	w+ater-mele	Noun	w+ater-mele
34526	w+ater-n+adre	Noun	w+ater-n+adre
34527	w+ater-ordal	Noun	w+ater-ordal
34529	w+ater-pyt	Noun	w+ater-pyt
3453	begra	Adjective, Pronoun, Numeral	begra
34530	w+ater-ri+te	Noun	w+ater-ri+te
34531	w+ater-sceat	Noun	w+ater-sceat
34532	w+ater-scipe	Noun	w+ater-scipe
34533	w+ater-scite	Noun	w+ater-scite
34534	w+ater-scyte	Noun	w+ater-scyte
34535	w+ater-sea+t	Noun	w+ater-sea+t
34536	w+ater-seoc	Adjective	w+ater-seoc
34537	w+ater-seocness	Noun	w+ater-seocness
34538	w+ater-sl+ad	Noun	w+ater-sl+ad
34539	w+ater-spring	Noun	w+ater-spring
3454	be-grafan	Verb	be-grafan
34540	w+ater-steal	Noun	w+ater-steal
34541	w+ater-stefn	Noun	w+ater-stefn
34542	w+ater-stream	Noun	w+ater-stream
34543	w+ater-+teote	Noun	w+ater-+teote
34544	w+ater-+tisa	Noun	w+ater-+tisa
34545	w+ater-+truh	Noun	w+ater-+truh
34546	w+ater-+try+te	Noun	w+ater-+try+te
34547	w+ater-tyge	Noun	w+ater-tyge
34548	w+aterung	Noun	w+aterung
34549	w+ater-w+adlness	Noun	w+ater-w+adlness
3455	be-grauen	Verb	be-grauen
34550	w+ater-weg	Noun	w+ater-weg
34551	w+ater-will	Noun	w+ater-will
34552	w+ater-write	Noun	w+ater-write
34553	w+ater-wyrt	Noun	w+ater-wyrt
34554	w+ater-y+t	Noun	w+ater-y+t
34556	-w+a+da	Suffix	-w+a+da
34558	w+a+dan	Verb	w+a+dan
34559	w+a+de-burne	Noun	w+a+de-burne
3456	be-greosan	Verb	be-greosan
34560	w+atian	Verb	w+atian
34561	w+ating	Noun	w+ating
34562	w+atla	Noun	w+atla
34563	W+atlinga-ceaster	Noun	W+atlinga-ceaster
34564	W+atlinga-str+at	Noun	W+atlinga-str+at
34565	w+atness	Noun	w+atness
34566	w+atrian	Verb	w+atrian
34567	w+aw+ar+d-lic	Adjective	w+aw+ar+d-lic
34568	W+aw+ar+dlice	Adverb	W+aw+ar+dlice
3457	be-gretan	Verb	be-gretan
34570	wafian	Verb	wafian
34571	wafian	Verb	wafian
34572	wafor-lic	Adjective	wafor-lic
34573	wafung	Noun	wafung
34574	wafung-stede	Noun	wafung-stede
34575	wafung-stow	Noun	wafung-stow
34576	wag	Noun	wag
34577	wag	Noun	wag
34578	wag-hr+agel	Noun	wag-hr+agel
34579	wagian	Verb	wagian
3458	be-grindan	Verb	be-grindan
34580	wag-rift	Noun	wag-rift
34581	wag-+tiling	Noun	wag-+tiling
34582	wag-+tyrel	Noun	wag-+tyrel
34583	wagung	Noun	wagung
34584	wah	Noun	wah
34585	wah	Adjective	wah
34586	wal	Noun	wal
34587	wala	Noun	wala
3459	be-gripan	Verb	be-gripan
34593	wald-	Prefix	wald-
34597	waled	Adjective	waled
34599	wa-lic	Adjective	wa-lic
346	+acen	Verb	+acen
3460	begrorene	Verb	begrorene
34600	Waller-wente	Noun	Waller-wente
34601	walu	Noun	walu
34602	walu	Noun	walu
34603	walwian	Verb	walwian
34605	wamb	Noun	wamb
34606	-wamb	Adjective, Suffix	-wamb
34607	wamb-adl	Noun	wamb-adl
34608	wamb-hord	Noun	wamb-hord
34609	wamb-seoc	Adjective	wamb-seoc
3461	be-grornian	Verb	be-grornian
34610	wamm	Noun	wam;wamm;wom
34611	wamm	Adjective	wamm
34612	wamm-cwide	Noun	wamm-cwide
34613	wamm-d+ad	Noun	wamm-d+ad
34614	wamm-freht	Noun	wamm-freht
34615	wamm-full	Adjective	wamm-full
34616	wamm-lust	Noun	wamm-lust
34617	wamm-scea+ta	Noun	wamm-scea+ta
34618	wamm-scyldig	Adjective	wamm-scyldig
34619	wamm-wlite	Noun	wamm-wlite
3462	be-grynian	Verb	be-grynian
34620	wamm-wyrcende	Adjective	wamm-wyrcende
34622	wan	Noun	wan
34623	wan	Adjective	wan
34624	wana	Noun, Adjective	wana
34625	wana	Noun, Adjective	wana
34627	wan-+aht	Noun	wan-+aht
34628	wanan-beam	Noun	wana-beam;wanan-beam
34629	wancol	Adjective	wancol
34630	wand	Noun	wand
34631	-wand	Suffix	-wand
34632	wande-weorpe	Noun	wande-weorpe;weorpe
34633	wandian	Verb	wandian
34634	-wandigendlice	Adverb, Suffix	-wandigendlice
34635	wandlung	Noun	wandlung
34636	-wandodlic	Adjective, Suffix	-wandodlic
34637	-wandodlice	Adverb, Suffix	-wandodlice
34638	wandrian	Verb	wandrian
3464	be-gyldan	Verb	gyldan;be-gyldan
34644	wang	Noun	wang;wencge;wenge
34645	wang	Noun	wang
34646	wang-beard	Noun	wang-beard
34648	wangere	Noun	wangere
34649	wang-stede	Noun	wang-stede
3465	be-gyman	Verb	be-gyman
34650	wang-to+t	Noun	wang-to+t
34651	wang-turf	Noun	wang-turf
34653	wan-h+afenness	Noun	wan-h+afenness;h+afenness
34654	wan-h+ale	Adjective	wan-h+ale
34655	wan-h+a+t	Noun	wan-h+a+t
34656	wan-hafa	Noun	wan-hafa
34657	wan-hafness	Noun	wan-hafness
34658	wan-hafol	Adjective	wan-hafol
34659	wan-hafolness	Noun	wan-h+afelness;wan-hafolness
3466	be-gymen	Noun	be-gymen
34660	wan-hal	Adjective	wan-hal
34661	wan-halian	Verb	wan-halian
34662	wan-halness	Noun	wan-halness;hal-ness
34663	wan-hlyte	Adjective	wan-hlyte
34664	wan-hoga	Noun	wan-hoga
34665	wan-hygd	Noun	wan-hygd
34666	wan-hygdig	Adjective	wan-hygdig
34667	wanian	Adjective, Verb	wanian
34668	wanian	Verb	wanian
34669	wanigend	Noun	wanigend
3467	be-gyrdan	Verb	be-gyrdan
34670	waniend-lic	Adjective	waniend-lic
34672	wann	Adjective	wan;wann
34673	wann-fah	Adjective	wan-fah;wann-fah
34674	wann-feax	Adjective	wan-feax;wann-feax
34675	wann-fota	Noun	wan-fota;wann-fota
34676	wann-fyr	Noun	wan-fyr;wann-fyr
34677	wann-h+awe	Adjective	wann-h+awe
34678	wannian	Verb	wannian
34679	wanniht	Adjective	waniht;wanniht
3468	be-gytan	Verb	be-gytan
34680	wan-s+alig	Adjective	wan-s+alig
34681	wan-sceaft	Noun	wan-sceaft
34682	wan-scryd	Adjective	wan-scryd
34683	wan-seoc	Adjective	wan-seoc
34684	wansian	Verb	wansian
34685	wan-sped	Noun	wan-sped
34686	wan-spedig	Adjective	wan-spedig
34687	wanspedigness	Noun	wanspedigness
34688	wanung	Noun	wanung
34689	wanung	Noun	wanung
34690	wan-wegende	Adjective	wan-wegende
34691	wape	Noun	wape
34692	wapol	Noun	wapol
34693	wapolian	Verb	wapolian
34694	war	Noun	waar;war
34695	wara	Noun	wara
34696	-ware	Suffix	-ware
34697	warenian	Verb	warenian
34698	warenung	Noun	warenung;warnung;wearnung
34699	warian	Verb	warian
347	+ACER	Noun	+ACER
3470	beh	Noun	beh
34700	warian	Verb	warian
34701	warig	Adjective	warig
34702	wariht	Adjective	wariht
34703	warnian	Verb	warnian
34705	waro+t	Noun	waro+t;wearo+t
34706	waro+t	Noun	waro+t
34707	waro+t-faro+t	Noun	waro+t-faro+t
34708	waro+t-gewinn	Noun	waro+t-gewinn
34709	waru	Noun	waru
3471	be-habban	Verb	be-habban
34710	waru	Noun	waru
34711	-waru	Suffix	-waru
34712	waru	Noun	waru
34713	Wascan	Noun	Wascan
34715	wase	Noun	wase
34716	wasend	Noun	wasend
34717	wase-scite	Noun	wase-scite
34718	watel	Noun	watel
34719	wa+t	Noun	w+a+de;wa+t
3472	be-h+afednes	Noun	be-h+afednes
34720	wa+tem	Noun	wa+tem
34721	wa+tema	Noun	wa+tema
34722	wa+tol	Adjective	wa+tol
34723	wawa	Noun	wawa
34724	wawan	Verb	wawan
34725	waxan	Verb	waxan
34727	we	Pronoun	we
34728	wea	Noun	wea
3473	be-h+aftan	Verb	be-h+aftan
34730	wea-cwanian	Verb	wea-cwanian
34731	wea-d+ad	Noun	wea-d+ad
34732	wea-gesi+t	Noun	wea-gesi+t
34733	weal	Noun	weal
34735	wea-laf	Noun	wea-laf
34738	-wealc	Suffix	-wealc
34739	wealca	Noun	walca;wealca
3474	be-h+as	Noun	be-h+as
34740	wealcan	Verb	wealcan
34742	wealcere	Noun	wealcere
34743	wealcian	Verb	wealcian
34744	wealcol	Adjective	wealcol
34745	wealc-spinel	Noun	wealc-spinel
34746	weald	Noun	weald
34747	weald	Noun	weald
34748	weald	Noun, Adjective	weald
34749	weald	Suffix	weald
34750	weald	Adverb	weald
34751	wealda	Noun, Adjective	wealda
34752	wealdan	Verb	wealdan
34753	weald-b+are	Noun	weald-b+are
34754	wealdend	Noun	wealdend
34755	wealdende	Adjective, Verb	wealdende
34756	wealdend-god	Noun	wealdend-god
34757	wealdes	Adverb	wealdes
34758	weald-genga	Noun	weald-genga
34759	wealdian	Verb	wealdian
3476	be-hangen	Verb	be-hangen
34760	weald-le+der	Noun	weald-le+der
34762	wealdness	Noun	wealdness
34763	weald-stapa	Noun	weald-stapa
34764	weald-swa+tu	Noun	weald-swa+tu
34765	weale	Noun	wale;weale
34767	wealg	Adjective	wealg
34768	-wealg	Suffix	-wealg
34769	wealh	Noun	walas;walch;walh;Wealas;wealh
3477	behat	Noun	behat
34770	wealh	Noun	wealh
34772	wealh-basu	Noun	wealc-basu;wealh-basu
34773	Wealh-cyn	Noun	Wealh-cyn
34774	Wealh-f+areld	Noun	Wealh-f+areld
34775	Wealh-gefera	Noun	Wealh-gefera
34776	wealh-hafoc	Noun	wealh-hafoc
34777	wealh-hnutu	Noun	wealh-hnutu
34778	wealh-land	Noun	wealand;wealh-land
34779	wealh-more	Noun	wald-mora;weald-more;wealh-more;weal-more
3478	be-hatan	Verb	be-h+atst;be-hatan
34780	wealh-sada	Noun	wealh-sada;weal-sada
34781	wealh-stod	Noun	wealh-stod
34782	Wealh-+teod	Noun	Wealh-+teod
34783	wealh-word	Noun	wealh-word;weal-word
34784	wealh-wyrt	Noun	weale-wyrt;wealh-wyrt;weal-wyrt
34785	wealian	Verb	wealian
34786	wea-lic	Adjective	wea-lic
34788	weall	Noun	weall
34789	weall	Noun	weall
3479	be-hawian	Verb	be-hawian
34790	weall	Noun	weall
34791	weallan	Verb	weallan
34792	weall-clif	Noun	weall-clif
34793	weall-dic	Noun	weall-dic
34794	weall-dor	Noun	weall-dor
34795	weall-f+asten	Noun	weall-f+asten
34796	weall-geat	Noun	weall-geat
34797	weall-gebrec	Noun	weall-gebrec
34798	weall-geweorc	Noun	weall-geweorc
34799	weall-hat	Adjective	weal-hat;weall-hat;weall
348	+acer-ceorl	Noun	+acer-ceorl
3480	be-heafdian	Verb	be-heafdian
34800	weallian	Verb	weallian
34801	weallian	Verb	weallian
34802	weall-lim	Noun	weall-lim
34803	weall-stan	Noun	weall-stan
34804	weall-steall	Noun	weall-steall
34805	weall-steap	Adjective	weall-steap
34806	weall-stellung	Noun	weall-stellung;stellung
34807	weall-+tr+ad	Noun	weall-+tr+ad
34808	weallung	Noun	weallung
34809	weall-wala	Noun	weall-wala
3481	be-heafdung	Noun	be-heafdung
34810	weall-weg	Noun	weall-weg
34811	weall-weorc	Noun	weall-weorc
34812	weall-wyrhta	Noun	weall-wyrhta
34817	-wealt	Suffix	-wealt
34818	-wealtian	Verb, Suffix	-wealtian
34819	-wealu	Suffix	-wealu
3482	be-healdan	Verb	be-healdan;be-held
34820	wealwian	Verb	wealwian
34821	wealwian	Verb	wealwian
34824	wea-met	Noun	wea-met
34825	wea-mod	Adjective	wea-mod
34826	weamodness	Noun	weamodness
34828	weard	Noun	weard
34829	weard	Noun	weard
3483	be-heawan	Verb	be-heawan;be-heowe
34830	weard	Adverb, Preposition	weard
34831	-weard	Suffix	-weard
34832	wearda	Noun	wearda
34833	weard-dun	Noun	weard-dun
34834	weardere	Noun	w+artere;weardere
34835	weardes	Adverb	weardes
34836	weardian	Verb	weardian
34837	weard-mann	Noun	weard-mann
34838	weard-seld	Noun	weard-seld
34839	weard-setl	Noun	weard-setl
3484	be-hedan	Verb	be-hedan
34840	weard-steall	Noun	weard-steall
34841	weard-wite	Noun	weard-wite
34843	wearg	Noun, Preposition	w+arg;wearg;werg;weria;werig
34844	wearg	Adjective	wearg
34845	wearg-berende	Adjective	wearg-berende
34846	wearg-br+ade	Noun	wearg-br+ade;werh-br+ade
34847	wearg-cwedol	Adjective	wearg-cwedol
34848	wearg-cwedolian	Verb	wearg-cwedolian
34849	wearg-cwedolness	Noun	wearg-cwedolness
3485	be-hefe	Noun	be-hefe
34850	wearg-cwe+tan	Verb	wearg-cwe+tan;wer-cwe+tan
34851	wearg-lic	Adjective	wearg-lic
34852	wearglice	Adverb	wearglice
34853	weargness	Noun	w+arness;weargness
34854	weargol	Adjective	weargol;wergulu
34855	weargolness	Noun	weargolness
34856	wearg-rod	Noun	wearg-rod;werod
34857	wearg-tr+af	Noun	wearg-tr+af
34858	wearg-treow	Noun	wearg-treow
34859	wearh-	Prefix	wearh-
3486	be-hefe	Adjective	be-hefe
34861	wearm	Adjective	wearm
34862	wearme	Adverb	wearme
34863	wearmian	Verb	wearmian
34864	wearm-lic	Adjective	wearm-lic
34865	wearmness	Noun	wearmness
34866	wearn	Noun	wearn
34867	wearn	Noun	wearn
34868	wearnian	Verb	wearnian
3487	be-hegian	Verb	be-hegian
34870	wearn-m+alum	Adverb	wearn-m+alum
34871	wearn-wislice	Adverb	wearn-wislice
34873	wearp	Noun	wearp
34874	wearp-f+at	Noun	wearp-f+at
34875	wearr	Noun	wear;wearr;weorras
34876	wearr	Noun	wearr
34877	wearrig	Adjective	wearrig
34878	wearriht	Adjective	w+ariht;w+arriht;weariht;wearriht
34879	wearrihtness	Noun	wearrihtness
3488	be-helan	Verb	be-helan
34880	wearte	Noun	wearte
34881	weas	Adverb	weas
34883	weas-gelimp	Noun	weas-gelimp
34884	wea-spell	Noun	wea-spell
34885	wea-tacn	Noun	wea-tacn
34886	wea-+tearf	Noun	wea-+tearf
34887	weax	Noun	w+ax;weax;wex;wexen
34888	weax-+appel	Noun	weax-+appel
34889	weaxan	Verb	weaxan
34890	weax-berende	Adjective	weax-berende
34891	weax-bred	Noun	weax-bred
34892	weax-candel	Noun	weax-candel
34893	weax-georn	Adjective	wax-georn;weax-georn
34894	weax-gescot	Noun	weax-gescot
34895	weax-hlaf	Noun	weax-hlaf
34896	weaxhlaf-sealf	Noun	weaxhlaf-sealf
34897	weaxness	Noun	weaxness
34898	weax-sealf	Noun	weax-sealf
34899	weaxung	Noun	weaxung
349	+acer-man	Noun	+acer-man
3490	be-heldan	Verb	be-heldan
34900	web	Noun	w+abb;web
34901	webba	Noun	webba
34902	webbe	Noun	webbe
34903	web-beam	Noun	web-beam
34904	webbestre	Noun	webbestre
34905	webbian	Verb	webbian
34906	webbung	Noun	w+abbung;webbung;webung
34907	webbung	Noun	webbung
34908	web-gere+tru	Noun	web-gere+tru
3491	be-helian	Verb	be-helian
34910	web-geweorc	Noun	web-geweorc
34911	webgian	Verb	webgian
34912	web-hoc	Noun	web-hoc
34913	web-lic	Adjective	web-lic
34914	web-sceaft	Noun	web-sceaft
34915	web-tawa	Noun	web-tawa
34916	web-teah	Noun	web-teah
34918	web-wyrhta	Noun	web-wyrhta
34919	weccan	Verb	weccan
3492	be-helman	Verb	be-helman
34920	weccend	Noun	weccend
34921	wece-drenc	Noun	wece-drenc
34923	wecg	Noun	wecg
34924	wecgan	Verb	wecgan
34925	-wed	Suffix	-wed
34926	wed	Noun	wed
34927	wedan	Verb	wedan
34928	wed-bro+der	Noun	wed-bro+der
34929	wed-bryce	Noun	wed-bryce
3493	Behemas	Noun	Behemas
34931	weddian	Verb	weddian
34932	weddung	Noun	weddung
34933	wede	Adjective	wede;woede
34934	wede-berge	Noun	wede-berge;woide-berge
34935	wede-hund	Noun	wede-hund
34936	weden-heort	Noun	weden-heort
34937	weden-heort	Adjective	weden-heort
34938	wedenheortness	Noun	wedenheortness
34939	weder	Noun	weder
3494	be-heng	Verb	be-heng
34940	Wederas	Noun	Wederas
34941	weder-blac	Adjective	weder-blac
34942	weder-burh	Noun	weder-burh
34943	weder-candel	Noun	weder-candel
34944	weder-d+ag	Noun	weder-d+ag
34945	weder-f+ast	Adjective	weder-f+ast
34946	Weder-Geatas	Noun	Weder-Geatas
34947	wederian	Verb	wederian
34948	weder-lice	Adverb	weder-lice
34949	Weder-mearc	Noun	Weder-mearc
3495	be-heofian	Verb	be-heofian
34950	weder-tacen	Noun	weder-tacen
34951	wederung	Noun	wederung
34952	weder-wolcen	Noun	weder-wolcen
34953	wed-f+astan	Verb	wed-f+astan
34954	weding	Noun	weding
34955	wed-lac	Noun	wed-lac
34956	wed-loga	Noun	wed-loga
34957	wedrian	Verb	wedrian
34959	-wef	Suffix	-wef
3496	be-heold	Verb	be-heold
34960	wefan	Verb	wefan
34961	wefl	Noun	wefl
34962	wefta	Noun	wefta
34963	wefung	Noun	wefung;weofung
34964	weg	Noun	weg;wei la wei;weogas;wi=weg
34965	weg la	Interjection	weg la
34966	weg	Noun	weg
34967	wegan	Verb	wegan
34968	wegan	Verb	wegan
34969	wegan	Verb	wegan
3497	be-heonan	Adverb	be-heonan;bi-heonan
34970	weg-brade	Noun	weg-brade
34972	weg-farende	Adjective	weg-farende
34973	weg-ferend	Noun	weg-ferend;wi-ferend;ferend
34974	weg-ferende	Adjective	weg-ferende
34975	weg-for	Noun	weg-for
34976	weg-gedal	Noun	weg-gedal
34977	weg-gel+ate	Noun	weg-gel+ate
34978	weg-gesi+ta	Noun	weg-gesi+ta
3498	be-heopian	Verb	be-heopian
34980	weg-leas	Adjective	weg-leas
34981	weg-least	Noun	weg-least
34982	weg-lisu	Noun	weg-lisu
34983	weg-nest	Noun	weg-nest
34984	weg-reaf	Noun	weg-reaf
34985	weg-twislung	Noun	weg-twislung
34988	wel	Adverb, Interjection	wel
34989	wel	Noun	wel
34990	wela	Noun	wala;weala;wela;weola
34991	Weland	Noun	Weland
34992	wel-besceawod	Adjective	wel-besceawod
34993	wel-boren	Adjective	wel-boren
34994	wel-d+ad	Noun	wel-d+ad
34995	wel-don	Verb	wel-don
34996	wel-dond	Noun	wel-dond
34997	wel-donde	Adjective	wel-donde
34998	wel-donness	Noun	wel-donness
35	abbud-had	Noun	abbud-had
350	+acern	Noun	ac-c+arn;+acern
3500	be-het	Verb	be-het
35000	weler	Noun	weler;weoler
35001	wel-fremende	Adjective	wel-fremende
35002	wel-fremming	Noun	wel-fremming
35003	wel-fremness	Noun	wel-fremness
35005	wel-gecwemedlic	Adjective	wel-gecwemedlic
35006	wel-gecwemness	Noun	wel-gecwemness
35007	wel-gedon	Adjective	wel-gedon
35008	wel-gehw+ar	Adverb	wel-gehw+ar;ge-hw+ar
35009	wel-gel+ared	Adjective	wel-gel+ared
3501	be-hicgan	Verb	be-hicgan
35010	wel-gelicod	Adjective	wel-gelicod
35012	wel-gelicwir+tniss	Noun	wel-gelicwir+tniss
35013	wel-ge+tungen	Adjective	wel-ge+tungen;ge-+tungen
35014	welgian	Verb	welgian
35015	wel-h+awen	Adjective	wel-h+awen
35016	wel-hwa	Pronoun	wel-hwa
35017	wel-hw+ar	Adverb	wel-hw+ar
35018	wel-hwilc	Pronoun	wel-hwilc
35019	welig	Adjective	wealig;welig
3502	be-hidan	Verb	be-hidan
35020	welig	Noun	welig
35021	weligian	Verb	weligian
35022	welig-stedende	Adjective	welig-stedende
35025	wellcumian	Verb	wellcumian
35028	wel-libbende	Adjective	wel-libbende
35029	wel-licung	Noun	wel-licung
3503	be-hidiglice	Adverb	be-hidiglice
35031	wellyrge	Noun	wellere;wellyrge
35034	wel-rumlice	Adverb	wel-rumlice
35035	wel-rummod	Adjective	wel-rummod
35036	wel-stincende	Adjective	wel-stincende
35037	wel-swegende	Adjective	wel-swegende
35039	wel-+tungen	Adjective	wel-+tungen
35041	welwan	Verb	welwan;wylc+t
35042	wel-weor+t	Adjective	wel-weor+t
35043	wel-willedness	Noun	wel-willedness
35044	wel-willende	Adjective	wel-willende
35045	welwillendlice	Adverb	welwillendlice
35046	welwillendness	Noun	welwillendness
35047	welwilness	Noun	welwilness
35048	wel-wyrcende	Adjective	wel-wyrcende
35049	weman	Verb	w+aman;weman
3505	be-hindan	Preposition	be-hindan
35050	wemere	Noun	wemere
35051	wem-lic	Adjective	wem-lic
35052	wemm	Noun	wemm
35053	wemman	Verb	wemman
35054	-wemme	Suffix	-wemme
35055	-wemmedlic	Adjective, Suffix	-wemmedlic
35056	-wemmedlice	Adverb, Suffix	-wemmedlice
35057	-wemmedness	Suffix	-wemmedness
35058	wemmend	Noun	wemmend
35059	-wemmendlic	Adjective, Suffix	-wemmendlic
3506	be-hindan	Adverb	be-hindan
35060	wemming	Noun	wemming
35061	wemness	Noun	wemness
35062	wen	Noun	wen
35063	wena	Noun	wena
35064	wenan	Verb	w+anan;wenan
35065	wen-byl	Noun	wen-byl
35066	wencel	Noun	wencel;wincel
35068	wend	Noun	wend
35069	wendan	Verb	wendan
3507	be-hionan	Adverb	be-hionan
35070	wendan	Verb	wendan
35071	-wende	Adjective, Suffix	-wende
35072	-wendedlic	Adjective, Suffix	-wendedlic
35073	-wendedlicness	Suffix	-wendedlicness
35074	-wend(ed)ness	Suffix	-wend(ed)ness
35075	Wendlas	Noun	Wendlas
35076	Wendel-s+a	Noun	Wendel-s+a
35077	-wenden	Suffix	-wenden
35078	wendend	Noun	wendend
35079	-wendendlic	Adjective, Suffix	-wendendlic
3508	be-hiring	Noun	be-hiring;ge-hyran
35080	-wendendlice	Adverb, Suffix	-wendendlice
35081	wendere	Noun	wendere
35082	wending	Noun	wending
35083	wene	Adjective	wene
35085	wenian	Verb	wenian
35086	wening	Noun	wening
35088	wen-lic	Adjective	wen-lic
35089	wenlice	Adverb	wenlice
3509	be-hlad	Verb	be-hlad
35090	wenn	Noun	wenn
35092	wen-sealf	Noun	wen-sealf
35093	wen-spring	Noun	wen-spring
35094	Wente	Noun	Wente
